customer_id,recency,total_purchases,total_spend,cluster,segment,response
10057,70,22.0,1331.0,0,At Risk,1
10061,29,25.0,1088.0,2,VIP,0
10065,27,8.0,64.0,1,New,0
10067,79,4.0,13.0,3,Loyal,0
10069,43,5.0,58.0,1,New,0
10084,9,7.0,50.0,1,New,0
10089,5,29.0,1112.0,2,VIP,1
10091,78,17.0,1067.0,0,At Risk,0
10092,46,26.0,1504.0,2,VIP,0
10095,9,20.0,1293.0,2,VIP,0
10099,21,24.0,882.0,2,VIP,0
10102,19,22.0,1478.0,2,VIP,0
10104,65,4.0,8.0,3,Loyal,0
10120,84,12.0,257.0,3,Loyal,0
10127,21,15.0,395.0,1,New,0
10128,21,27.0,907.0,2,VIP,0
10129,35,21.0,1456.0,2,VIP,0
10133,16,25.0,2349.0,2,VIP,1
10140,27,17.0,1727.0,2,VIP,0
10141,1,4.0,20.0,1,New,0
10142,99,20.0,689.0,0,At Risk,0
10144,84,16.0,576.0,3,Loyal,0
10146,17,5.0,42.0,1,New,0
10150,10,18.0,1449.0,2,VIP,1
10151,38,22.0,946.0,2,VIP,0
10156,56,20.0,1237.0,0,At Risk,0
10157,78,12.0,274.0,3,Loyal,0
10159,77,31.0,1185.0,0,At Risk,0
10160,49,5.0,46.0,1,New,0
10163,28,20.0,1323.0,2,VIP,1
10164,75,16.0,1691.0,0,At Risk,0
10172,95,21.0,1538.0,0,At Risk,0
10175,0,5.0,22.0,1,New,0
10176,44,23.0,416.0,2,VIP,1
10177,4,20.0,1338.0,2,VIP,0
10196,26,20.0,614.0,2,VIP,0
10203,77,5.0,42.0,3,Loyal,0
10207,40,4.0,15.0,1,New,0
10212,43,7.0,100.0,1,New,0
10219,40,5.0,38.0,1,New,0
10232,9,15.0,331.0,1,New,0
10236,59,7.0,64.0,3,Loyal,0
10240,10,21.0,1381.0,2,VIP,1
10241,16,4.0,14.0,1,New,0
10242,39,8.0,75.0,1,New,0
10245,71,15.0,756.0,0,At Risk,0
10250,49,4.0,28.0,1,New,0
10258,94,6.0,35.0,3,Loyal,0
10260,74,15.0,311.0,3,Loyal,0
10262,96,11.0,53.0,3,Loyal,0
10264,60,6.0,31.0,3,Loyal,1
10270,8,8.0,66.0,1,New,0
10277,27,5.0,42.0,1,New,0
10281,11,19.0,602.0,2,VIP,1
10286,2,24.0,926.0,2,VIP,0
10299,73,25.0,882.0,0,At Risk,1
10304,77,5.0,60.0,3,Loyal,0
10307,91,19.0,525.0,0,At Risk,0
10311,0,25.0,359.0,2,VIP,0
10313,69,16.0,254.0,3,Loyal,0
10314,79,25.0,1318.0,0,At Risk,1
10319,56,22.0,1286.0,0,At Risk,0
10323,88,13.0,304.0,3,Loyal,0
10339,83,11.0,207.0,3,Loyal,0
10340,68,18.0,497.0,0,At Risk,0
10341,45,10.0,222.0,1,New,0
10343,27,19.0,1345.0,2,VIP,0
10350,37,5.0,38.0,1,New,0
10352,2,9.0,117.0,1,New,1
10356,5,5.0,32.0,1,New,0
10364,72,4.0,20.0,3,Loyal,0
10377,37,15.0,397.0,1,New,0
10379,87,21.0,574.0,0,At Risk,0
10380,50,7.0,106.0,1,New,0
10381,43,4.0,21.0,1,New,0
10383,30,21.0,1093.0,2,VIP,1
10390,27,5.0,30.0,1,New,0
10394,91,18.0,1479.0,0,At Risk,0
10395,25,10.0,101.0,1,New,0
10398,82,4.0,31.0,3,Loyal,0
10401,12,4.0,18.0,1,New,0
10402,94,6.0,39.0,3,Loyal,0
10403,43,9.0,44.0,1,New,0
10413,67,23.0,1089.0,0,At Risk,0
10420,56,10.0,222.0,3,Loyal,0
10424,60,18.0,1295.0,0,At Risk,0
10430,22,14.0,1472.0,2,VIP,0
10432,26,5.0,22.0,1,New,0
10446,58,17.0,729.0,0,At Risk,1
10448,55,18.0,377.0,3,Loyal,0
10451,6,4.0,25.0,1,New,0
10466,86,7.0,60.0,3,Loyal,0
10469,42,18.0,1623.0,2,VIP,0
10470,0,8.0,92.0,1,New,0
10473,38,20.0,528.0,2,VIP,1
10475,39,14.0,317.0,1,New,0
10476,0,11.0,251.0,1,New,0
10477,16,7.0,102.0,1,New,0
10478,53,23.0,633.0,0,At Risk,1
10479,64,11.0,1511.0,0,At Risk,0
10486,54,17.0,990.0,0,At Risk,0
10489,35,23.0,1778.0,2,VIP,1
10490,11,14.0,417.0,1,New,0
10492,96,4.0,10.0,3,Loyal,0
10500,96,9.0,98.0,3,Loyal,0
10505,86,15.0,1001.0,0,At Risk,0
10507,14,15.0,797.0,2,VIP,0
10509,46,8.0,71.0,1,New,0
10513,68,12.0,1502.0,0,At Risk,0
10521,0,12.0,174.0,1,New,1
10524,29,22.0,795.0,2,VIP,0
10525,40,4.0,27.0,1,New,1
10530,0,16.0,1156.0,2,VIP,1
10536,78,8.0,46.0,3,Loyal,0
10542,63,9.0,77.0,3,Loyal,0
10548,30,24.0,960.0,2,VIP,0
10552,18,14.0,367.0,1,New,0
10556,51,17.0,358.0,3,Loyal,0
10560,23,5.0,20.0,1,New,0
10562,21,24.0,1033.0,2,VIP,0
10573,27,18.0,421.0,2,VIP,0
10581,41,21.0,506.0,2,VIP,0
10582,3,21.0,758.0,2,VIP,0
10584,77,24.0,945.0,0,At Risk,0
10590,91,23.0,1483.0,0,At Risk,0
10591,37,11.0,201.0,1,New,0
10595,19,6.0,69.0,1,New,0
10598,89,8.0,37.0,3,Loyal,0
10602,30,9.0,156.0,1,New,0
10609,15,8.0,88.0,1,New,0
10613,44,11.0,62.0,1,New,0
10617,34,8.0,30.0,1,New,0
10619,29,18.0,1990.0,2,VIP,1
10623,2,5.0,32.0,1,New,0
10629,25,9.0,109.0,1,New,0
10634,56,15.0,406.0,3,Loyal,0
10637,77,8.0,99.0,3,Loyal,0
10640,71,14.0,211.0,3,Loyal,0
10641,5,10.0,57.0,1,New,0
10642,13,5.0,37.0,1,New,0
10643,23,20.0,653.0,2,VIP,1
10648,78,19.0,1289.0,0,At Risk,0
10652,48,17.0,1169.0,0,At Risk,0
10659,7,11.0,53.0,1,New,0
10660,61,17.0,438.0,3,Loyal,0
10664,14,17.0,467.0,1,New,0
10669,8,17.0,470.0,1,New,0
10673,6,21.0,1416.0,2,VIP,0
10675,82,19.0,1161.0,0,At Risk,1
10676,3,20.0,1173.0,2,VIP,1
10678,91,25.0,917.0,0,At Risk,0
10680,71,7.0,70.0,3,Loyal,0
10681,13,26.0,889.0,2,VIP,0
10686,72,4.0,21.0,3,Loyal,0
10691,55,5.0,43.0,3,Loyal,0
10699,30,8.0,92.0,1,New,0
10701,60,28.0,1211.0,0,At Risk,0
10702,67,17.0,450.0,3,Loyal,0
10703,86,11.0,120.0,3,Loyal,0
10704,65,19.0,693.0,0,At Risk,0
10708,50,5.0,33.0,1,New,0
10710,61,4.0,18.0,3,Loyal,0
10711,23,22.0,894.0,2,VIP,0
10722,63,17.0,546.0,0,At Risk,0
10727,43,25.0,1586.0,2,VIP,0
10735,75,5.0,26.0,3,Loyal,0
10736,28,22.0,1525.0,2,VIP,0
10738,55,6.0,65.0,3,Loyal,0
10741,70,16.0,319.0,3,Loyal,0
10742,72,11.0,746.0,3,Loyal,0
10749,62,16.0,178.0,3,Loyal,0
10755,76,9.0,81.0,3,Loyal,0
10757,36,4.0,13.0,1,New,0
10766,22,17.0,506.0,2,VIP,0
10767,40,21.0,1346.0,2,VIP,0
10770,73,26.0,1045.0,0,At Risk,0
10779,16,5.0,49.0,1,New,0
10785,17,7.0,41.0,1,New,0
10789,13,7.0,68.0,1,New,0
10790,40,4.0,21.0,1,New,0
10795,14,7.0,48.0,1,New,0
10796,16,6.0,66.0,1,New,0
10812,89,7.0,90.0,3,Loyal,0
10814,6,25.0,1376.0,2,VIP,1
10821,45,16.0,263.0,1,New,0
10826,77,5.0,60.0,3,Loyal,0
10827,49,11.0,146.0,1,New,0
10832,4,14.0,467.0,1,New,0
10833,55,27.0,973.0,0,At Risk,0
10837,47,6.0,68.0,1,New,1
10839,42,6.0,29.0,1,New,0
10841,46,18.0,484.0,2,VIP,0
10846,22,22.0,629.0,2,VIP,0
10854,90,7.0,45.0,3,Loyal,0
10855,9,15.0,396.0,1,New,0
10856,42,5.0,46.0,1,New,0
10858,38,25.0,820.0,2,VIP,0
10862,6,17.0,326.0,1,New,0
10868,82,19.0,1272.0,0,At Risk,0
10870,46,18.0,1341.0,2,VIP,0
10872,65,20.0,1182.0,0,At Risk,0
10882,50,17.0,915.0,0,At Risk,0
10888,46,20.0,636.0,2,VIP,0
10897,63,32.0,1174.0,0,At Risk,0
10905,7,16.0,252.0,1,New,1
10906,52,16.0,425.0,3,Loyal,0
10909,9,20.0,1899.0,2,VIP,0
10913,56,4.0,27.0,3,Loyal,1
10914,3,6.0,17.0,1,New,0
10925,93,25.0,1003.0,0,At Risk,0
10928,28,17.0,599.0,2,VIP,0
10936,79,16.0,1947.0,0,At Risk,0
10949,8,19.0,1958.0,2,VIP,1
10951,20,14.0,306.0,1,New,0
10955,68,14.0,1600.0,0,At Risk,1
10965,72,22.0,1722.0,0,At Risk,0
10967,38,9.0,99.0,1,New,0
10968,0,26.0,704.0,2,VIP,0
10971,28,16.0,473.0,1,New,1
10972,52,14.0,939.0,0,At Risk,0
10981,27,18.0,1198.0,2,VIP,0
10983,17,23.0,930.0,2,VIP,0
10991,18,14.0,850.0,2,VIP,0
10992,77,26.0,1148.0,0,At Risk,0
10995,8,10.0,92.0,1,New,0
11003,10,7.0,50.0,1,New,0
11004,23,4.0,22.0,1,New,0
11007,43,5.0,34.0,1,New,0
11010,75,9.0,44.0,3,Loyal,0
11013,84,17.0,938.0,0,At Risk,0
11025,9,11.0,138.0,1,New,0
11030,90,4.0,16.0,3,Loyal,0
11031,90,5.0,40.0,3,Loyal,0
11039,51,13.0,311.0,3,Loyal,0
11051,72,23.0,661.0,0,At Risk,0
11056,18,18.0,1188.0,2,VIP,0
11071,37,16.0,1923.0,2,VIP,1
11074,94,18.0,1423.0,0,At Risk,0
11075,37,15.0,270.0,1,New,0
11084,4,17.0,1053.0,2,VIP,1
11086,18,5.0,21.0,1,New,0
11088,83,18.0,1816.0,0,At Risk,0
11091,68,6.0,22.0,3,Loyal,0
11092,78,7.0,41.0,3,Loyal,0
11096,50,12.0,232.0,3,Loyal,0
11100,37,7.0,63.0,1,New,0
11101,17,26.0,836.0,2,VIP,0
11110,56,0.0,5.0,3,Loyal,0
11112,23,25.0,1477.0,2,VIP,0
11114,94,9.0,84.0,3,Loyal,0
11121,76,11.0,70.0,3,Loyal,0
11133,3,19.0,424.0,2,VIP,1
11148,85,4.0,13.0,3,Loyal,0
11166,81,14.0,315.0,3,Loyal,0
11171,60,21.0,411.0,0,At Risk,0
11176,12,18.0,495.0,2,VIP,0
11178,69,5.0,32.0,3,Loyal,0
11181,85,0.0,8.0,3,Loyal,0
11187,23,9.0,69.0,1,New,0
11188,84,9.0,89.0,3,Loyal,0
11191,11,8.0,139.0,1,New,0
